User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
85,0,2013,11,6,20:12,174.42,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
149,0,2013,11,7,12:59,1.0,Swipe Transaction,3189517333335617109,La Verne,CA,91750.0,5311,,No
234,0,2013,11,7,13:50,140.65,Swipe Transaction,-245178307025547046,La Verne,CA,91750.0,5311,,No
344,0,2013,11,9,06:43,181.16,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
21,0,2013,11,10,10:04,69.43,Swipe Transaction,3952145593743244256,La Verne,CA,91750.0,7538,,No
347,0,2013,11,13,06:06,47.57,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
284,0,2013,11,16,12:50,1.0,Swipe Transaction,-1288082279022882052,Yorba Linda,CA,92887.0,5499,,No
268,0,2013,11,16,12:52,15.79,Swipe Transaction,-1288082279022882052,Yorba Linda,CA,92887.0,5499,,No
465,0,2013,11,16,12:55,51.39,Swipe Transaction,-1288082279022882052,Yorba Linda,CA,92887.0,5499,,No
257,0,2013,11,18,06:03,6.54,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
28,0,2013,11,20,13:01,24.37,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
212,0,2013,11,20,13:11,103.72,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
462,0,2013,11,20,13:16,113.98,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
435,0,2013,11,21,06:18,183.66,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,Insufficient Balance,No
282,0,2013,11,21,13:08,24.9,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
49,0,2013,11,22,09:35,92.16,Swipe Transaction,-3345936507911876459,La Verne,CA,91750.0,7538,,No
94,0,2013,11,23,06:04,54.38,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
462,0,2013,11,25,16:45,48.33,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
498,0,2013,11,27,20:20,63.08,Online Transaction,-3289339997738008669,ONLINE,,,4899,,No
406,0,2013,11,29,06:00,73.36,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
87,0,2013,11,30,06:45,111.63,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
43,0,2013,11,30,17:58,61.87,Online Transaction,-521141999023077663,ONLINE,,,5815,,No
460,0,2013,12,4,16:38,195.35,Swipe Transaction,8080934608468946743,Monterey Park,CA,91754.0,5310,,No
277,0,2013,12,5,20:13,1.0,Swipe Transaction,3639123430068731390,Rome,Italy,,5814,,No
170,0,2013,12,8,06:22,180.5,Swipe Transaction,-1642303950890406395,Rome,Italy,,5912,,No
420,0,2013,12,11,06:20,58.6,Swipe Transaction,6998358937427405121,Rome,Italy,,5411,,No
188,0,2013,12,12,19:50,73.99,Swipe Transaction,-3158720288100679142,Rome,Italy,,5812,Insufficient Balance,No
352,0,2013,12,15,06:02,89.35,Swipe Transaction,-727612092139916043,Rome,Italy,,5411,,No
183,0,2013,12,17,13:07,150.65,Swipe Transaction,5427095414889712052,Rome,Italy,,5814,,No
2,0,2013,12,20,13:14,14.74,Swipe Transaction,-5023497618971072366,Mira Loma,CA,91752.0,5812,,No
190,0,2013,12,22,06:40,33.89,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
117,0,2013,12,23,14:51,133.07,Online Transaction,208649686760524778,ONLINE,,,5651,,No
18,0,2013,12,24,13:39,1.0,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
22,0,2013,12,26,06:43,87.25,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
412,0,2013,12,28,06:11,21.81,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
29,0,2013,12,28,06:42,3.78,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
294,0,2013,12,30,06:51,1.0,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
107,0,2013,12,30,07:16,156.36,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
366,0,2013,12,30,22:12,103.79,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
280,0,2014,1,3,20:18,32.56,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
127,0,2014,1,8,06:30,76.07,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
228,0,2014,1,12,13:01,1.0,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
110,0,2014,1,13,06:37,44.23,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
135,0,2014,1,13,13:15,73.18,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
361,0,2014,1,14,06:00,95.66,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
185,0,2014,1,14,06:34,123.77,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
143,0,2014,1,16,14:07,1.0,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
71,0,2014,1,18,06:41,124.04,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
128,0,2014,1,19,06:46,1.0,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
363,0,2014,1,19,20:00,127.16,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
260,0,2014,1,21,20:07,71.9,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
2,0,2014,1,22,18:03,183.71,Online Transaction,-2042049018365856408,ONLINE,,,5815,,No
448,0,2014,1,22,18:08,32.38,Online Transaction,-2042049018365856408,ONLINE,,,5815,Bad Expiration,No
387,0,2014,1,26,06:49,157.09,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
103,0,2014,1,27,11:22,1.0,Swipe Transaction,-86825621511712373,La Verne,CA,91750.0,7230,,No
482,0,2014,1,27,20:55,99.25,Swipe Transaction,-5413376491460213491,La Verne,CA,91750.0,5813,,No
223,0,2014,1,28,13:07,1.0,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
319,0,2014,1,31,17:30,165.85,Online Transaction,6455213054093379528,ONLINE,,,5815,,No
361,0,2014,2,2,18:31,238.16,Online Transaction,-2042049018365856408,ONLINE,,,5815,,No
353,0,2014,2,5,21:36,30.34,Swipe Transaction,-3265671264153192329,Monterey Park,CA,91754.0,7832,,No
490,0,2014,2,8,06:34,100.69,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
472,0,2014,2,9,12:39,128.21,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
9,0,2014,2,10,06:27,1.0,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
404,0,2014,2,11,06:06,25.98,Swipe Transaction,97032797689821735,Hawthorne,CA,90250.0,5411,Insufficient Balance,No
383,0,2014,2,11,17:33,20.68,Online Transaction,-521141999023077663,ONLINE,,,5815,,No
301,0,2014,2,14,11:44,296.45,Swipe Transaction,-6571010470072147219,Hawthorne,CA,90250.0,5499,,No
230,0,2014,2,14,13:10,179.8,Swipe Transaction,-4534603528863745258,Hawthorne,CA,90250.0,5812,,No
218,0,2014,2,14,20:04,71.57,Swipe Transaction,838425044734233142,Mira Loma,CA,91752.0,4814,,No
410,0,2014,2,15,06:14,156.94,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
65,0,2014,2,15,06:37,108.28,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
424,0,2014,2,16,06:25,141.0,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
111,0,2014,2,17,06:55,1.0,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
12,0,2014,2,18,13:48,207.87,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
392,0,2014,2,21,09:55,24.38,Swipe Transaction,3952145593743244256,La Verne,CA,91750.0,7538,,No
499,0,2014,2,22,13:45,28.82,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
419,0,2014,2,22,19:24,140.76,Swipe Transaction,1878448597312197393,La Verne,CA,91750.0,5310,,No
85,0,2014,2,23,06:12,119.81,Swipe Transaction,-4282466774399734331,Mira Loma,CA,91752.0,4829,,No
233,0,2014,2,23,06:27,92.16,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
89,0,2014,2,26,06:28,162.13,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
313,0,2014,2,26,11:41,1.0,Swipe Transaction,-8129520121141002186,La Verne,CA,91750.0,5211,,No
53,0,2014,2,27,06:48,248.23,Swipe Transaction,-245178307025547046,La Verne,CA,91750.0,5311,,No
11,0,2014,2,27,09:52,47.27,Swipe Transaction,3952145593743244256,La Verne,CA,91750.0,7538,,No
208,0,2014,2,28,06:14,82.6,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
461,0,2014,3,2,06:25,249.56,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
13,0,2014,3,2,20:18,29.38,Swipe Transaction,-4530600671233798827,Douglasville,GA,30134.0,5812,,No
120,0,2014,3,3,20:10,177.85,Swipe Transaction,6182532736221468401,Mableton,GA,30126.0,5812,,No
417,0,2014,3,8,13:07,71.81,Swipe Transaction,1799189980464955940,Mableton,GA,30126.0,5499,,No
436,0,2014,3,8,13:09,18.03,Swipe Transaction,1799189980464955940,Mableton,GA,30126.0,5499,,No
376,0,2014,3,8,13:23,57.29,Swipe Transaction,1799189980464955940,Mableton,GA,30126.0,5499,,No
19,0,2014,3,10,20:01,138.7,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
74,0,2014,3,11,06:19,177.09,Swipe Transaction,-2646423167124001708,Mableton,GA,30126.0,5912,,No
399,0,2014,3,11,13:20,109.51,Swipe Transaction,5153124891222632189,Mableton,GA,30126.0,5411,,No
242,0,2014,3,13,06:05,1.0,Swipe Transaction,1913477460590765860,Villa Rica,GA,30180.0,5300,,No
222,0,2014,3,14,20:18,144.64,Swipe Transaction,-4530600671233798827,Douglasville,GA,30134.0,5812,,No
69,0,2014,3,15,13:58,78.0,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
311,0,2014,3,23,06:08,1.0,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
210,0,2014,3,23,06:45,119.86,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
100,0,2014,3,24,06:05,187.34,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
185,0,2014,3,25,07:00,90.75,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
131,0,2014,3,27,07:56,169.3,Online Transaction,-4956618006720593695,ONLINE,,,5193,,No
110,0,2014,3,28,06:17,129.8,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,Insufficient Balance,No
380,0,2014,3,28,06:29,130.91,Swipe Transaction,-4282466774399734331,Mira Loma,CA,91752.0,4829,,No
131,0,2014,3,28,09:52,64.0,Swipe Transaction,3952145593743244256,La Verne,CA,91750.0,7538,,No
19,0,2014,3,30,06:21,160.34,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
393,0,2014,3,31,09:44,168.52,Swipe Transaction,-3345936507911876459,La Verne,CA,91750.0,7538,,No
23,0,2014,3,31,13:44,158.1,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
226,0,2014,4,1,05:48,63.29,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,Insufficient Balance,No
153,0,2014,4,1,16:52,174.59,Online Transaction,-7421093378627544099,ONLINE,,,5311,,No
292,0,2014,4,3,10:49,123.28,Swipe Transaction,-8978688709093014088,La Verne,CA,91750.0,8021,,No
229,0,2014,4,3,11:43,6.85,Swipe Transaction,-303858256154265716,La Verne,CA,91750.0,5251,,No
468,0,2014,4,4,05:06,57.48,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
309,0,2014,4,7,06:55,44.72,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
487,0,2014,4,13,06:11,1.0,Swipe Transaction,-245178307025547046,La Verne,CA,91750.0,5311,,No
358,0,2014,4,13,06:45,176.16,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
404,0,2014,4,13,13:47,355.94,Swipe Transaction,-5904116920141006298,Diamond Bar,CA,91765.0,5719,,No
201,0,2014,4,14,12:43,193.73,Swipe Transaction,6135208568923449408,La Verne,CA,91750.0,9402,,No
37,0,2014,4,15,06:22,104.13,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
429,0,2014,4,16,07:20,45.97,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
259,0,2014,4,17,06:01,10.9,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
187,0,2014,4,21,06:49,103.09,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
56,0,2014,4,26,12:28,173.16,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
428,0,2014,4,27,13:22,32.37,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
19,0,2014,4,30,13:16,309.92,Online Transaction,-9092677072201095172,ONLINE,,,4900,,No
272,0,2014,5,1,16:58,1.0,Swipe Transaction,8080934608468946743,Monterey Park,CA,91754.0,5310,,No
118,0,2014,5,2,06:14,109.41,Online Transaction,-7421093378627544099,ONLINE,,,5311,,No
70,0,2014,5,3,00:14,96.2,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
3,0,2014,5,4,05:45,90.74,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
220,0,2014,5,5,06:28,41.43,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
13,0,2014,5,5,06:50,97.24,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
2,0,2014,5,5,09:37,51.63,Swipe Transaction,4055257078481058705,La Verne,CA,91750.0,7538,,No
215,0,2014,5,5,20:05,200.54,Online Transaction,-2392212127717286832,ONLINE,,,4899,,No
228,0,2014,5,7,21:35,229.07,Swipe Transaction,-3265671264153192329,Monterey Park,CA,91754.0,7832,,No
335,0,2014,5,8,17:54,56.88,Online Transaction,-521141999023077663,ONLINE,,,5815,,No
185,0,2014,5,9,06:01,1.0,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
54,0,2014,5,10,13:21,117.4,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
499,0,2014,5,11,06:36,114.31,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
387,0,2014,5,14,20:04,99.19,Online Transaction,6654290286221782850,ONLINE,,,4899,,No
375,0,2014,5,16,11:58,135.85,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
253,0,2014,5,19,06:02,208.57,Swipe Transaction,9057735476014445185,Cancun,Mexico,,5311,,No
23,0,2014,5,19,06:54,161.56,Swipe Transaction,8149422946776550490,Cancun,Mexico,,5411,,No
161,0,2014,5,19,16:44,135.72,Swipe Transaction,8265642886370558071,Cancun,Mexico,,5651,,No
157,0,2014,5,21,06:58,154.78,Swipe Transaction,8149422946776550490,Cancun,Mexico,,5411,,No
81,0,2014,5,21,20:15,111.73,Swipe Transaction,-7852140307718416782,Cancun,Mexico,,5812,,No
402,0,2014,5,24,05:31,9.16,Online Transaction,7035602569409149834,ONLINE,,,5311,,No
158,0,2014,5,28,20:47,214.47,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
187,0,2014,5,29,05:57,98.97,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,Insufficient Balance,No
59,0,2014,5,29,13:14,9.11,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
402,0,2014,5,29,13:15,1.0,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
304,0,2014,5,29,13:23,11.52,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
318,0,2014,6,3,06:49,1.0,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
365,0,2014,6,4,13:51,147.5,Swipe Transaction,-5904116920141006298,Diamond Bar,CA,91765.0,5719,,No
210,0,2014,6,4,14:23,75.17,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
405,0,2014,6,6,06:44,156.68,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
151,0,2014,6,7,06:14,190.4,Swipe Transaction,-4282466774399734331,Mira Loma,CA,91752.0,4829,,No
108,0,2014,6,7,06:14,168.23,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
75,0,2014,6,10,06:37,144.51,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
29,0,2014,6,15,06:14,114.82,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
313,0,2014,6,15,13:45,73.86,Swipe Transaction,-7146670748125200898,Monterey Park,CA,91755.0,5970,,No
485,0,2014,6,18,06:45,79.58,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
116,0,2014,6,23,17:48,140.25,Online Transaction,6455213054093379528,ONLINE,,,5815,,No
414,0,2014,6,24,06:10,7.8,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
355,0,2014,6,27,06:57,85.56,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
191,0,2014,7,7,20:16,26.52,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
18,0,2014,7,8,13:37,190.7,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
431,0,2014,7,11,06:46,151.63,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
172,0,2014,7,12,06:28,273.35,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
227,0,2014,7,15,06:41,25.24,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
349,0,2014,7,20,06:03,34.43,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
182,0,2014,7,20,17:52,95.1,Online Transaction,-521141999023077663,ONLINE,,,5815,,No
112,0,2014,7,21,06:06,28.01,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
182,0,2014,7,23,12:14,136.25,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
480,0,2014,7,24,13:18,85.81,Swipe Transaction,-5023497618971072366,Mira Loma,CA,91752.0,5812,,No
145,0,2014,7,24,17:30,48.31,Online Transaction,-521141999023077663,ONLINE,,,5815,,No
318,0,2014,7,26,06:22,183.38,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
115,0,2014,7,27,06:19,1.0,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
112,0,2014,7,28,06:16,136.63,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
250,0,2014,8,2,11:30,42.95,Swipe Transaction,6666504894937430109,La Verne,CA,91750.0,5499,,No
475,0,2014,8,4,06:24,160.17,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
250,0,2014,8,5,06:23,180.69,Online Transaction,-7421093378627544099,ONLINE,,,5311,,No
302,0,2014,8,6,05:06,1.0,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
458,0,2014,8,7,06:52,72.04,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
312,0,2014,8,11,06:35,95.16,Swipe Transaction,-5467922351692495955,Susanville,CA,96130.0,5912,,No
117,0,2014,8,13,06:39,1.0,Online Transaction,7035602569409149834,ONLINE,,,5311,,No
300,0,2014,8,13,13:01,109.69,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
160,0,2014,8,14,06:15,44.92,Online Transaction,7035602569409149834,ONLINE,,,5311,,No
400,0,2014,8,15,20:14,1.0,Swipe Transaction,-5023497618971072366,Mira Loma,CA,91752.0,5812,,No
197,0,2014,8,16,06:08,34.43,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
259,0,2014,8,18,09:23,19.62,Swipe Transaction,-3345936507911876459,La Verne,CA,91750.0,7538,,No
147,0,2014,8,19,06:16,41.26,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
239,0,2014,8,20,05:37,106.04,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
46,0,2014,8,21,17:34,174.27,Online Transaction,-2042049018365856408,ONLINE,,,5815,,No
474,0,2014,8,22,06:42,83.51,Swipe Transaction,-5062202179057722649,Houston,TX,77077.0,5912,,No
398,0,2014,8,22,13:04,184.68,Swipe Transaction,6641216749654759272,Houston,TX,77077.0,5812,,No
197,0,2014,8,23,06:42,1.0,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
46,0,2014,8,25,13:16,103.28,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
77,0,2014,8,29,11:51,270.7,Swipe Transaction,6135208568923449408,La Verne,CA,91750.0,9402,,No
123,0,2014,9,4,06:07,1.0,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
74,0,2014,9,4,09:48,1.0,Swipe Transaction,-3345936507911876459,La Verne,CA,91750.0,7538,,No
358,0,2014,9,6,06:22,199.86,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
136,0,2014,9,10,06:11,109.07,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
89,0,2014,9,14,13:01,38.63,Swipe Transaction,-5023497618971072366,Mira Loma,CA,91752.0,5812,,No
399,0,2014,9,18,06:31,1.0,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
324,0,2014,9,18,20:27,87.09,Swipe Transaction,-5023497618971072366,Mira Loma,CA,91752.0,5812,,No
499,0,2014,9,19,09:34,101.62,Swipe Transaction,7945328079774550558,La Verne,CA,91750.0,4900,,No
60,0,2014,9,21,06:18,102.05,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
137,0,2014,9,21,06:37,1.0,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
49,0,2014,9,21,16:46,61.3,Swipe Transaction,838425044734233142,Mira Loma,CA,91752.0,4814,,No
258,0,2014,9,23,06:42,41.49,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
460,0,2014,9,26,00:24,145.57,Swipe Transaction,8080934608468946743,Monterey Park,CA,91754.0,5310,,No
106,0,2014,9,26,20:01,1.0,Online Transaction,-2392212127717286832,ONLINE,,,4899,,No
112,0,2014,9,28,06:26,96.69,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
349,0,2014,9,30,06:50,315.92,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
253,0,2014,10,3,10:08,1.0,Swipe Transaction,-3345936507911876459,La Verne,CA,91750.0,7538,,No
117,0,2014,10,3,13:03,26.14,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
492,0,2014,10,3,13:04,82.13,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
197,0,2014,10,3,13:16,1.0,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
336,0,2014,10,5,06:24,1.0,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
364,0,2014,10,5,06:54,116.8,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
50,0,2014,10,7,20:06,75.12,Swipe Transaction,-5023497618971072366,Mira Loma,CA,91752.0,5812,,No
244,0,2014,10,8,06:19,180.56,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
402,0,2014,10,11,10:36,69.77,Swipe Transaction,-86825621511712373,La Verne,CA,91750.0,7230,,No
425,0,2014,10,18,20:15,62.23,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
34,0,2014,10,20,06:41,29.94,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
301,0,2014,10,21,06:50,60.8,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
409,0,2014,10,21,13:28,1.0,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
498,0,2014,10,23,13:19,77.54,Swipe Transaction,7945328079774550558,La Verne,CA,91750.0,4900,,No
68,0,2014,10,29,06:16,6.94,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
348,0,2014,10,29,13:50,1.0,Swipe Transaction,-8129520121141002186,La Verne,CA,91750.0,5211,,No
319,0,2014,10,31,13:23,35.38,Swipe Transaction,1913477460590765860,La Verne,CA,91750.0,5300,,No
420,0,2014,11,4,16:52,128.84,Swipe Transaction,-245178307025547046,La Verne,CA,91750.0,5311,Insufficient Balance,No
467,0,2014,11,10,06:31,102.37,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
48,0,2014,11,12,06:32,147.39,Swipe Transaction,-5475680618560174533,Monterey Park,CA,91755.0,5942,,No
404,0,2014,11,12,06:49,11.06,Swipe Transaction,3527213246127876953,La Verne,CA,91750.0,5300,,No
73,0,2014,11,14,06:45,89.05,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
191,0,2014,11,17,13:52,236.01,Swipe Transaction,6661973303171003879,Ontario,CA,91761.0,5211,,No
260,0,2014,11,17,20:20,209.94,Swipe Transaction,-4500542936415012428,La Verne,CA,91750.0,5814,,No
355,0,2014,11,18,13:02,1.0,Swipe Transaction,-1605794445852049456,La Verne,CA,91750.0,5812,,No
69,0,2014,11,18,13:58,3.76,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
89,0,2014,11,20,09:48,235.64,Swipe Transaction,7945328079774550558,La Verne,CA,91750.0,4900,,No
259,0,2014,11,21,21:26,128.87,Swipe Transaction,-8135850083113399757,La Verne,CA,91750.0,8043,,No
125,0,2014,11,22,06:03,73.83,Swipe Transaction,-245178307025547046,La Verne,CA,91750.0,5311,,No
230,0,2014,11,22,06:51,64.26,Swipe Transaction,-34551508091458520,La Verne,CA,91750.0,5912,,No
294,0,2014,11,23,05:30,109.67,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
497,0,2014,11,27,13:02,110.74,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
418,0,2014,11,27,13:19,44.49,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
128,0,2014,11,27,13:25,76.19,Swipe Transaction,-1288082279022882052,La Verne,CA,91750.0,5499,,No
279,0,2014,11,27,13:50,41.48,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
312,0,2014,11,28,06:21,104.64,Swipe Transaction,5817218446178736267,La Verne,CA,91750.0,5912,,No
99,0,2014,11,29,06:04,26.97,Swipe Transaction,2027553650310142703,Mira Loma,CA,91752.0,5541,,No
325,0,2014,11,29,13:01,1.0,Swipe Transaction,-727612092139916043,Monterey Park,CA,91754.0,5411,,No
296,0,2014,11,30,06:59,216.61,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
181,0,2014,12,3,07:04,84.21,Swipe Transaction,4060646732831064559,La Verne,CA,91750.0,5411,,No
